,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,Le vent nous portera,0.672,0.721,4,-9.655,0,0.0621,0.738,0.0389,0.122,0.798,105.225,audio_features,2g4oQ1siRRrg8yAkQLVx0c,spotify:track:2g4oQ1siRRrg8yAkQLVx0c,https://api.spotify.com/v1/tracks/2g4oQ1siRRrg8yAkQLVx0c,https://api.spotify.com/v1/audio-analysis/2g4oQ1siRRrg8yAkQLVx0c,288747,4
1,Spinning Centers,0.361,0.166,2,-18.024,0,0.0301,0.932,0.435,0.116,0.0802,87.016,audio_features,5YajHujttgqCL5EHFPW2ym,spotify:track:5YajHujttgqCL5EHFPW2ym,https://api.spotify.com/v1/tracks/5YajHujttgqCL5EHFPW2ym,https://api.spotify.com/v1/audio-analysis/5YajHujttgqCL5EHFPW2ym,189232,4
2,Cheers Darlin',0.549,0.112,9,-17.846,0,0.0482,0.697,0.000507,0.165,0.103,113.552,audio_features,6sxBLLKfLjVaTg5KE4Cy75,spotify:track:6sxBLLKfLjVaTg5KE4Cy75,https://api.spotify.com/v1/tracks/6sxBLLKfLjVaTg5KE4Cy75,https://api.spotify.com/v1/audio-analysis/6sxBLLKfLjVaTg5KE4Cy75,350227,3
3,Back to You,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,audio_features,4hQ6UGyWQIGJmHSo0J88JW,spotify:track:4hQ6UGyWQIGJmHSo0J88JW,https://api.spotify.com/v1/tracks/4hQ6UGyWQIGJmHSo0J88JW,https://api.spotify.com/v1/audio-analysis/4hQ6UGyWQIGJmHSo0J88JW,207905,4
4,Darling,0.54,0.282,0,-9.681,1,0.0313,0.84,0.0,0.21,0.597,86.942,audio_features,1rFyZV4VIaHywtIUAvY7cI,spotify:track:1rFyZV4VIaHywtIUAvY7cI,https://api.spotify.com/v1/tracks/1rFyZV4VIaHywtIUAvY7cI,https://api.spotify.com/v1/audio-analysis/1rFyZV4VIaHywtIUAvY7cI,182000,4
5,Bella Ciao,0.667,0.754,9,-2.861,0,0.0715,0.214,0.0,0.0532,0.693,104.987,audio_features,1bHhB1E62CqbM3uVZVvaEl,spotify:track:1bHhB1E62CqbM3uVZVvaEl,https://api.spotify.com/v1/tracks/1bHhB1E62CqbM3uVZVvaEl,https://api.spotify.com/v1/audio-analysis/1bHhB1E62CqbM3uVZVvaEl,160177,4
6,Screams and Dreams,0.417,0.0362,0,-16.486,1,0.0413,0.944,3e-06,0.0729,0.122,78.045,audio_features,2CqfqNtxS6g3G0kWWZGGK3,spotify:track:2CqfqNtxS6g3G0kWWZGGK3,https://api.spotify.com/v1/tracks/2CqfqNtxS6g3G0kWWZGGK3,https://api.spotify.com/v1/audio-analysis/2CqfqNtxS6g3G0kWWZGGK3,257812,4
7,City Of Stars,0.585,0.0809,6,-19.346,0,0.0523,0.954,0.0233,0.0935,0.204,98.379,audio_features,5BMwpS4iYKR30kq9U9beaT,spotify:track:5BMwpS4iYKR30kq9U9beaT,https://api.spotify.com/v1/tracks/5BMwpS4iYKR30kq9U9beaT,https://api.spotify.com/v1/audio-analysis/5BMwpS4iYKR30kq9U9beaT,111240,4
8,Night After Night,0.678,0.435,2,-11.931,1,0.362,0.138,0.0,0.09,0.146,114.009,audio_features,4rq65h5Kz3LyEXWWmq3uOd,spotify:track:4rq65h5Kz3LyEXWWmq3uOd,https://api.spotify.com/v1/tracks/4rq65h5Kz3LyEXWWmq3uOd,https://api.spotify.com/v1/audio-analysis/4rq65h5Kz3LyEXWWmq3uOd,212781,4
9,These Walls,0.752,0.489,1,-5.233,1,0.137,0.11,3.57e-06,0.202,0.373,108.005,audio_features,7uWVT3UkCAZyANvv0bdyQn,spotify:track:7uWVT3UkCAZyANvv0bdyQn,https://api.spotify.com/v1/tracks/7uWVT3UkCAZyANvv0bdyQn,https://api.spotify.com/v1/audio-analysis/7uWVT3UkCAZyANvv0bdyQn,300973,4
10,Why Can't I Have You,0.827,0.195,7,-17.651,1,0.0638,0.662,0.141,0.0987,0.229,137.966,audio_features,2FpzO4dqbCUPtZUQDjcLL3,spotify:track:2FpzO4dqbCUPtZUQDjcLL3,https://api.spotify.com/v1/tracks/2FpzO4dqbCUPtZUQDjcLL3,https://api.spotify.com/v1/audio-analysis/2FpzO4dqbCUPtZUQDjcLL3,285209,4
11,U-Turn (Lili),0.618,0.543,0,-7.181,1,0.0247,0.381,0.000269,0.103,0.135,75.033,audio_features,2UvF46hdhN20q87AiVJIUI,spotify:track:2UvF46hdhN20q87AiVJIUI,https://api.spotify.com/v1/tracks/2UvF46hdhN20q87AiVJIUI,https://api.spotify.com/v1/audio-analysis/2UvF46hdhN20q87AiVJIUI,230000,4
12,"Love Story (From ""Love Story"")",0.399,0.303,9,-13.83,0,0.0297,0.444,0.311,0.219,0.103,137.877,audio_features,0mlq8xJpa8H1m1DFJ7ai4K,spotify:track:0mlq8xJpa8H1m1DFJ7ai4K,https://api.spotify.com/v1/tracks/0mlq8xJpa8H1m1DFJ7ai4K,https://api.spotify.com/v1/audio-analysis/0mlq8xJpa8H1m1DFJ7ai4K,179440,4
13,Ceux qui rêvent,0.432,0.419,8,-8.018,0,0.0346,0.869,7.94e-05,0.103,0.658,133.713,audio_features,7as88HhLbDLgobaSbJrVBs,spotify:track:7as88HhLbDLgobaSbJrVBs,https://api.spotify.com/v1/tracks/7as88HhLbDLgobaSbJrVBs,https://api.spotify.com/v1/audio-analysis/7as88HhLbDLgobaSbJrVBs,118387,4
14,Lilac Wine,0.262,0.0847,7,-16.413,1,0.04,0.827,4.82e-05,0.0938,0.0693,180.562,audio_features,1StXVL5gClph4z4XzanYko,spotify:track:1StXVL5gClph4z4XzanYko,https://api.spotify.com/v1/tracks/1StXVL5gClph4z4XzanYko,https://api.spotify.com/v1/audio-analysis/1StXVL5gClph4z4XzanYko,272920,3
15,Theme From Schindler's List,0.142,0.113,2,-25.362,0,0.0415,0.859,0.838,0.107,0.0697,98.575,audio_features,42gZM6AQ9BDMaTyTmMDVlN,spotify:track:42gZM6AQ9BDMaTyTmMDVlN,https://api.spotify.com/v1/tracks/42gZM6AQ9BDMaTyTmMDVlN,https://api.spotify.com/v1/audio-analysis/42gZM6AQ9BDMaTyTmMDVlN,255693,1
16,Snowball in Negative,0.229,0.21,2,-13.793,0,0.0355,0.906,0.261,0.0878,0.197,147.9,audio_features,5tBBB0df8gxtGqScJptCcc,spotify:track:5tBBB0df8gxtGqScJptCcc,https://api.spotify.com/v1/tracks/5tBBB0df8gxtGqScJptCcc,https://api.spotify.com/v1/audio-analysis/5tBBB0df8gxtGqScJptCcc,280213,3
17,What It Really Takes to Be Great (Motivational Speech),0.532,0.761,7,-10.549,1,0.34,0.27,0.0,0.104,0.378,129.219,audio_features,1lJcLUc9wLFcTIaCtVMEbz,spotify:track:1lJcLUc9wLFcTIaCtVMEbz,https://api.spotify.com/v1/tracks/1lJcLUc9wLFcTIaCtVMEbz,https://api.spotify.com/v1/audio-analysis/1lJcLUc9wLFcTIaCtVMEbz,260072,5
18,Bird Gerhl - Live,0.247,0.227,1,-13.503,1,0.0484,0.953,0.0255,0.948,0.178,179.206,audio_features,6Jw8hIRe55TKP9AsABT4W8,spotify:track:6Jw8hIRe55TKP9AsABT4W8,https://api.spotify.com/v1/tracks/6Jw8hIRe55TKP9AsABT4W8,https://api.spotify.com/v1/audio-analysis/6Jw8hIRe55TKP9AsABT4W8,202133,4
19,Dust to Dust,0.744,0.273,1,-14.149,1,0.0351,0.748,0.0255,0.11,0.194,138.016,audio_features,0vwRHdpyDLRchRBtMjjjBH,spotify:track:0vwRHdpyDLRchRBtMjjjBH,https://api.spotify.com/v1/tracks/0vwRHdpyDLRchRBtMjjjBH,https://api.spotify.com/v1/audio-analysis/0vwRHdpyDLRchRBtMjjjBH,229667,4
20,Sweat,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400,4
21,Adagio (Var. 1990),0.128,0.206,2,-15.216,1,0.0389,0.514,0.938,0.355,0.0377,91.642,audio_features,2LmdwzcdBeq4l51S3A3I31,spotify:track:2LmdwzcdBeq4l51S3A3I31,https://api.spotify.com/v1/tracks/2LmdwzcdBeq4l51S3A3I31,https://api.spotify.com/v1/audio-analysis/2LmdwzcdBeq4l51S3A3I31,152760,4
22,Brother,0.519,0.625,10,-5.909,1,0.0482,0.349,0.0,0.121,0.21,120.103,audio_features,65gLJGey4u4KFFqoC5fzFJ,spotify:track:65gLJGey4u4KFFqoC5fzFJ,https://api.spotify.com/v1/tracks/65gLJGey4u4KFFqoC5fzFJ,https://api.spotify.com/v1/audio-analysis/65gLJGey4u4KFFqoC5fzFJ,203187,4
23,Moving On,0.821,0.41,0,-5.587,1,0.045,0.0172,0.0,0.113,0.197,131.963,audio_features,1mo6pWcIXljy3y1Kju5JWG,spotify:track:1mo6pWcIXljy3y1Kju5JWG,https://api.spotify.com/v1/tracks/1mo6pWcIXljy3y1Kju5JWG,https://api.spotify.com/v1/audio-analysis/1mo6pWcIXljy3y1Kju5JWG,203800,4
24,Cocaine,0.822,0.362,2,-7.462,1,0.0411,0.16,0.0,0.313,0.159,119.903,audio_features,0ZAbupc7jAQpG9IxojQ3s3,spotify:track:0ZAbupc7jAQpG9IxojQ3s3,https://api.spotify.com/v1/tracks/0ZAbupc7jAQpG9IxojQ3s3,https://api.spotify.com/v1/audio-analysis/0ZAbupc7jAQpG9IxojQ3s3,229667,4
25,Naar Vinden Graater,0.576,0.0468,6,-29.883,0,0.0448,0.945,0.941,0.0928,0.0873,120.044,audio_features,0K1SIWZFYeuteaFPn3sCPe,spotify:track:0K1SIWZFYeuteaFPn3sCPe,https://api.spotify.com/v1/tracks/0K1SIWZFYeuteaFPn3sCPe,https://api.spotify.com/v1/audio-analysis/0K1SIWZFYeuteaFPn3sCPe,212493,4
26,Детство,0.719,0.607,10,-7.323,0,0.0398,0.636,7.91e-06,0.111,0.48,149.967,audio_features,5snCfoQbJ7S4cYB0K8XuJ4,spotify:track:5snCfoQbJ7S4cYB0K8XuJ4,https://api.spotify.com/v1/tracks/5snCfoQbJ7S4cYB0K8XuJ4,https://api.spotify.com/v1/audio-analysis/5snCfoQbJ7S4cYB0K8XuJ4,188362,4
27,The Butterfly Effect,0.456,0.121,11,-13.858,1,0.0423,0.829,0.0,0.118,0.276,130.593,audio_features,5OeFwHm8XB1ykVRW6zzVDI,spotify:track:5OeFwHm8XB1ykVRW6zzVDI,https://api.spotify.com/v1/tracks/5OeFwHm8XB1ykVRW6zzVDI,https://api.spotify.com/v1/audio-analysis/5OeFwHm8XB1ykVRW6zzVDI,255625,4
28,Dance Me to the End of Love,0.599,0.398,5,-9.916,0,0.0367,0.826,0.000943,0.11,0.474,138.314,audio_features,13zjNPZUyWvzZC2dlYjW0L,spotify:track:13zjNPZUyWvzZC2dlYjW0L,https://api.spotify.com/v1/tracks/13zjNPZUyWvzZC2dlYjW0L,https://api.spotify.com/v1/audio-analysis/13zjNPZUyWvzZC2dlYjW0L,237640,4
29,How Do I Stop Loving You.,0.26,0.334,4,-14.315,0,0.0333,0.678,2.47e-05,0.219,0.178,143.848,audio_features,5yApba5Tvl2PPkzyXHrzYq,spotify:track:5yApba5Tvl2PPkzyXHrzYq,https://api.spotify.com/v1/tracks/5yApba5Tvl2PPkzyXHrzYq,https://api.spotify.com/v1/audio-analysis/5yApba5Tvl2PPkzyXHrzYq,296267,4
30,IDK,0.867,0.647,10,-8.765,0,0.583,0.04,0.0,0.131,0.56,77.471,audio_features,5ts6i8uvQcihNqmUcxRMFk,spotify:track:5ts6i8uvQcihNqmUcxRMFk,https://api.spotify.com/v1/tracks/5ts6i8uvQcihNqmUcxRMFk,https://api.spotify.com/v1/audio-analysis/5ts6i8uvQcihNqmUcxRMFk,210587,4
31,Sense of Home,0.564,0.207,3,-10.926,1,0.032,0.892,1.8e-06,0.102,0.0898,139.933,audio_features,68wibJU4yMiqNX79IaLAsN,spotify:track:68wibJU4yMiqNX79IaLAsN,https://api.spotify.com/v1/tracks/68wibJU4yMiqNX79IaLAsN,https://api.spotify.com/v1/audio-analysis/68wibJU4yMiqNX79IaLAsN,265840,4
32,Time To Say Goodbye,0.237,0.476,7,-6.96,1,0.0326,0.876,0.00217,0.0962,0.391,105.54,audio_features,3VAICuY2ax2yCLT7EhNeZE,spotify:track:3VAICuY2ax2yCLT7EhNeZE,https://api.spotify.com/v1/tracks/3VAICuY2ax2yCLT7EhNeZE,https://api.spotify.com/v1/audio-analysis/3VAICuY2ax2yCLT7EhNeZE,245627,4
33,The Labyrinth Song,0.484,0.126,2,-13.224,0,0.054,0.953,8.44e-05,0.133,0.206,82.48,audio_features,2H4x76nJf1q2jqw72uwzxN,spotify:track:2H4x76nJf1q2jqw72uwzxN,https://api.spotify.com/v1/tracks/2H4x76nJf1q2jqw72uwzxN,https://api.spotify.com/v1/audio-analysis/2H4x76nJf1q2jqw72uwzxN,248911,4
34,Luci A San Siro - 1997 Version,0.484,0.206,0,-17.172,1,0.0424,0.782,9.55e-05,0.258,0.101,70.616,audio_features,4LzpQgdJJbJB02LaRFiET0,spotify:track:4LzpQgdJJbJB02LaRFiET0,https://api.spotify.com/v1/tracks/4LzpQgdJJbJB02LaRFiET0,https://api.spotify.com/v1/audio-analysis/4LzpQgdJJbJB02LaRFiET0,317160,4
35,In This Way,0.439,0.0944,4,-17.814,0,0.0372,0.99,0.933,0.0916,0.147,132.334,audio_features,677mAMd1eOH1pltC797UYs,spotify:track:677mAMd1eOH1pltC797UYs,https://api.spotify.com/v1/tracks/677mAMd1eOH1pltC797UYs,https://api.spotify.com/v1/audio-analysis/677mAMd1eOH1pltC797UYs,189968,1
36,Go Solo,0.586,0.0907,1,-12.907,1,0.0384,0.985,0.0281,0.126,0.212,77.144,audio_features,18ywhG9EvuMMUIdUWxEqp7,spotify:track:18ywhG9EvuMMUIdUWxEqp7,https://api.spotify.com/v1/tracks/18ywhG9EvuMMUIdUWxEqp7,https://api.spotify.com/v1/audio-analysis/18ywhG9EvuMMUIdUWxEqp7,142281,4
37,Ghost in the Wind,0.452,0.0915,6,-14.583,0,0.0504,0.962,1.15e-06,0.113,0.202,116.405,audio_features,66zI1g4FK5NW5tW0VhMhZX,spotify:track:66zI1g4FK5NW5tW0VhMhZX,https://api.spotify.com/v1/tracks/66zI1g4FK5NW5tW0VhMhZX,https://api.spotify.com/v1/audio-analysis/66zI1g4FK5NW5tW0VhMhZX,271053,4
38,Green Grass,0.272,0.876,4,-7.135,0,0.0397,4.18e-05,0.0191,0.146,0.585,102.718,audio_features,2sXtpY9mCTXnUTUSQqrXbX,spotify:track:2sXtpY9mCTXnUTUSQqrXbX,https://api.spotify.com/v1/tracks/2sXtpY9mCTXnUTUSQqrXbX,https://api.spotify.com/v1/audio-analysis/2sXtpY9mCTXnUTUSQqrXbX,591693,4
39,Making All Things New,0.786,0.355,0,-11.429,1,0.0288,0.896,0.0201,0.111,0.479,99.978,audio_features,59yRjmpE2VtyiEot3Ff9LM,spotify:track:59yRjmpE2VtyiEot3Ff9LM,https://api.spotify.com/v1/tracks/59yRjmpE2VtyiEot3Ff9LM,https://api.spotify.com/v1/audio-analysis/59yRjmpE2VtyiEot3Ff9LM,159600,4
40,Babylon Fading,0.265,0.824,5,-18.359,1,0.435,0.672,0.59,0.6,0.0506,116.673,audio_features,3uCB5PXvsQ1P6fB9fa5nMa,spotify:track:3uCB5PXvsQ1P6fB9fa5nMa,https://api.spotify.com/v1/tracks/3uCB5PXvsQ1P6fB9fa5nMa,https://api.spotify.com/v1/audio-analysis/3uCB5PXvsQ1P6fB9fa5nMa,100160,5
41,I Can't Make You Love Me,0.588,0.149,7,-16.728,0,0.0319,0.846,9.65e-05,0.236,0.113,124.689,audio_features,69uJi5QsBtqlYkGURTBli8,spotify:track:69uJi5QsBtqlYkGURTBli8,https://api.spotify.com/v1/tracks/69uJi5QsBtqlYkGURTBli8,https://api.spotify.com/v1/audio-analysis/69uJi5QsBtqlYkGURTBli8,332960,4
42,In the Night,0.505,0.68,7,-4.993,1,0.0714,0.0796,0.0,0.0465,0.539,168.022,audio_features,25KybV9BOUlvcnv7nN3Pyo,spotify:track:25KybV9BOUlvcnv7nN3Pyo,https://api.spotify.com/v1/tracks/25KybV9BOUlvcnv7nN3Pyo,https://api.spotify.com/v1/audio-analysis/25KybV9BOUlvcnv7nN3Pyo,235653,3
43,Une belle histoire,0.395,0.578,9,-7.728,0,0.039,0.47,0.0,0.171,0.689,166.227,audio_features,1GdtMDRiaF1EnG2LJpELme,spotify:track:1GdtMDRiaF1EnG2LJpELme,https://api.spotify.com/v1/tracks/1GdtMDRiaF1EnG2LJpELme,https://api.spotify.com/v1/audio-analysis/1GdtMDRiaF1EnG2LJpELme,195307,4
44,I’ll Still Have Me,0.604,0.277,2,-8.249,1,0.0286,0.915,1.82e-05,0.113,0.22,82.922,audio_features,71HEg3bYLyMAxHuJ3a6KIM,spotify:track:71HEg3bYLyMAxHuJ3a6KIM,https://api.spotify.com/v1/tracks/71HEg3bYLyMAxHuJ3a6KIM,https://api.spotify.com/v1/audio-analysis/71HEg3bYLyMAxHuJ3a6KIM,219268,4
45,Yes I Do,0.847,0.517,10,-7.786,1,0.029,0.0484,0.0165,0.072,0.848,96.009,audio_features,6oTbxrszNWRsLdwFkGeHy6,spotify:track:6oTbxrszNWRsLdwFkGeHy6,https://api.spotify.com/v1/tracks/6oTbxrszNWRsLdwFkGeHy6,https://api.spotify.com/v1/audio-analysis/6oTbxrszNWRsLdwFkGeHy6,310760,4
46,Melody Noir,0.65,0.315,6,-13.781,0,0.0388,0.851,0.000261,0.123,0.578,125.231,audio_features,1e1a7eAlICks9mch3UVsEH,spotify:track:1e1a7eAlICks9mch3UVsEH,https://api.spotify.com/v1/tracks/1e1a7eAlICks9mch3UVsEH,https://api.spotify.com/v1/audio-analysis/1e1a7eAlICks9mch3UVsEH,194000,3
47,אחת ולתמיד,0.596,0.479,8,-9.548,1,0.0313,0.475,2.14e-06,0.108,0.444,95.902,audio_features,3bgNXXL7TjlBDOl36wLWHk,spotify:track:3bgNXXL7TjlBDOl36wLWHk,https://api.spotify.com/v1/tracks/3bgNXXL7TjlBDOl36wLWHk,https://api.spotify.com/v1/audio-analysis/3bgNXXL7TjlBDOl36wLWHk,244620,4
48,A Love That Will Never Grow Old,0.456,0.302,6,-10.975,1,0.0306,0.643,0.00162,0.0968,0.185,74.525,audio_features,6Z5QzOYSp70vXbzayn6xf3,spotify:track:6Z5QzOYSp70vXbzayn6xf3,https://api.spotify.com/v1/tracks/6Z5QzOYSp70vXbzayn6xf3,https://api.spotify.com/v1/audio-analysis/6Z5QzOYSp70vXbzayn6xf3,200920,4
49,Summer Wine,0.321,0.664,9,-5.902,0,0.0326,0.447,0.0,0.138,0.57,139.235,audio_features,7zmVAVcT1oho7iWJGpApkE,spotify:track:7zmVAVcT1oho7iWJGpApkE,https://api.spotify.com/v1/tracks/7zmVAVcT1oho7iWJGpApkE,https://api.spotify.com/v1/audio-analysis/7zmVAVcT1oho7iWJGpApkE,256280,4
50,Rosyln,0.329,0.277,10,-13.111,0,0.0302,0.971,0.024,0.0971,0.121,159.719,audio_features,4k7x3QKrc3h3U0Viqk0uop,spotify:track:4k7x3QKrc3h3U0Viqk0uop,https://api.spotify.com/v1/tracks/4k7x3QKrc3h3U0Viqk0uop,https://api.spotify.com/v1/audio-analysis/4k7x3QKrc3h3U0Viqk0uop,289560,3
51,It Takes a Lot to Know a Man,0.197,0.499,8,-10.681,1,0.0536,0.606,0.103,0.0894,0.0474,75.1,audio_features,4u5AkKJMRMhhdycX8GpQcY,spotify:track:4u5AkKJMRMhhdycX8GpQcY,https://api.spotify.com/v1/tracks/4u5AkKJMRMhhdycX8GpQcY,https://api.spotify.com/v1/audio-analysis/4u5AkKJMRMhhdycX8GpQcY,572776,4
52,1944,0.809,0.506,3,-5.235,1,0.0565,0.596,0.00728,0.24,0.47,120.012,audio_features,2nxTpjhxLXeyBOxYnRnT76,spotify:track:2nxTpjhxLXeyBOxYnRnT76,https://api.spotify.com/v1/tracks/2nxTpjhxLXeyBOxYnRnT76,https://api.spotify.com/v1/audio-analysis/2nxTpjhxLXeyBOxYnRnT76,180840,4
53,Hell Or High Water,0.572,0.32,9,-11.841,1,0.0299,0.962,0.00598,0.165,0.627,120.875,audio_features,4G4aFRf3j194nyGUomu2KA,spotify:track:4G4aFRf3j194nyGUomu2KA,https://api.spotify.com/v1/tracks/4G4aFRf3j194nyGUomu2KA,https://api.spotify.com/v1/audio-analysis/4G4aFRf3j194nyGUomu2KA,139587,4
54,Ghost from the Past,0.612,0.336,4,-9.979,0,0.0274,0.286,0.0,0.0944,0.328,128.02,audio_features,6E2x2wLSU1BreRUekfG5L0,spotify:track:6E2x2wLSU1BreRUekfG5L0,https://api.spotify.com/v1/tracks/6E2x2wLSU1BreRUekfG5L0,https://api.spotify.com/v1/audio-analysis/6E2x2wLSU1BreRUekfG5L0,312133,3
55,Ain't No Sunshine,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169,audio_features,1k1Bqnv2R0uJXQN4u6LKYt,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,https://api.spotify.com/v1/tracks/1k1Bqnv2R0uJXQN4u6LKYt,https://api.spotify.com/v1/audio-analysis/1k1Bqnv2R0uJXQN4u6LKYt,125093,4
56,A Sense of Grey,0.259,0.102,0,-19.549,0,0.0363,0.893,0.00766,0.242,0.0602,100.538,audio_features,5EpFfOS5lhUlryB3W5qMuU,spotify:track:5EpFfOS5lhUlryB3W5qMuU,https://api.spotify.com/v1/tracks/5EpFfOS5lhUlryB3W5qMuU,https://api.spotify.com/v1/audio-analysis/5EpFfOS5lhUlryB3W5qMuU,280160,4
57,The Night We Met,0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997,audio_features,0QZ5yyl6B6utIWkxeBDxQN,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,https://api.spotify.com/v1/tracks/0QZ5yyl6B6utIWkxeBDxQN,https://api.spotify.com/v1/audio-analysis/0QZ5yyl6B6utIWkxeBDxQN,208212,3
58,While Your Lips Are Still Red,0.47,0.674,7,-4.721,0,0.0253,0.0264,0.000206,0.139,0.113,100.049,audio_features,12fswMqDtfZdcZfnP9pdx9,spotify:track:12fswMqDtfZdcZfnP9pdx9,https://api.spotify.com/v1/tracks/12fswMqDtfZdcZfnP9pdx9,https://api.spotify.com/v1/audio-analysis/12fswMqDtfZdcZfnP9pdx9,258693,4
59,Shipyards,0.385,0.126,11,-13.341,1,0.036,0.962,0.000119,0.512,0.137,129.811,audio_features,0yysKhs30dKX4B6fGq2bDp,spotify:track:0yysKhs30dKX4B6fGq2bDp,https://api.spotify.com/v1/tracks/0yysKhs30dKX4B6fGq2bDp,https://api.spotify.com/v1/audio-analysis/0yysKhs30dKX4B6fGq2bDp,251080,4
60,Through the Fire,0.113,0.951,0,-4.743,0,0.129,0.00176,0.00718,0.334,0.139,200.024,audio_features,6nnacTL5on2aVsRhVDNUSo,spotify:track:6nnacTL5on2aVsRhVDNUSo,https://api.spotify.com/v1/tracks/6nnacTL5on2aVsRhVDNUSo,https://api.spotify.com/v1/audio-analysis/6nnacTL5on2aVsRhVDNUSo,441560,4
61,Tango Till They're Sore,0.656,0.226,10,-15.17,0,0.0399,0.918,7.54e-06,0.107,0.694,98.292,audio_features,7jYGrZYqRXcK2IuJQJdMA9,spotify:track:7jYGrZYqRXcK2IuJQJdMA9,https://api.spotify.com/v1/tracks/7jYGrZYqRXcK2IuJQJdMA9,https://api.spotify.com/v1/audio-analysis/7jYGrZYqRXcK2IuJQJdMA9,171410,4
62,The Funeral - Live Acoustic,0.457,0.321,0,-12.126,0,0.0309,0.949,0.000815,0.905,0.105,128.008,audio_features,1jKvrkkZxtQ7ZDiXdITOis,spotify:track:1jKvrkkZxtQ7ZDiXdITOis,https://api.spotify.com/v1/tracks/1jKvrkkZxtQ7ZDiXdITOis,https://api.spotify.com/v1/audio-analysis/1jKvrkkZxtQ7ZDiXdITOis,307760,4
63,Forever And Ever,0.677,0.724,2,-8.992,1,0.0245,0.143,0.000101,0.158,0.697,90.392,audio_features,1ipcb9qXpSHWhSUvdxJhsx,spotify:track:1ipcb9qXpSHWhSUvdxJhsx,https://api.spotify.com/v1/tracks/1ipcb9qXpSHWhSUvdxJhsx,https://api.spotify.com/v1/audio-analysis/1ipcb9qXpSHWhSUvdxJhsx,212640,4
64,Ola Se Thimizoun,0.746,0.799,8,-5.796,1,0.042,0.00618,0.494,0.078,0.384,105.028,audio_features,41xU4qp025AGPhAudpnR5U,spotify:track:41xU4qp025AGPhAudpnR5U,https://api.spotify.com/v1/tracks/41xU4qp025AGPhAudpnR5U,https://api.spotify.com/v1/audio-analysis/41xU4qp025AGPhAudpnR5U,353714,4
65,I'm Not Afraid To Die,0.375,0.225,9,-12.978,1,0.0361,0.881,0.000326,0.0973,0.24,177.381,audio_features,0sh1BGH7wrcqAaXWczBi7P,spotify:track:0sh1BGH7wrcqAaXWczBi7P,https://api.spotify.com/v1/tracks/0sh1BGH7wrcqAaXWczBi7P,https://api.spotify.com/v1/audio-analysis/0sh1BGH7wrcqAaXWczBi7P,207600,4
66,The Wolven Storm (Priscilla's Song),0.469,0.292,2,-11.064,0,0.032,0.86,0.0,0.0928,0.237,139.846,audio_features,1mr1cG8dA5ZiydlaEq8vkH,spotify:track:1mr1cG8dA5ZiydlaEq8vkH,https://api.spotify.com/v1/tracks/1mr1cG8dA5ZiydlaEq8vkH,https://api.spotify.com/v1/audio-analysis/1mr1cG8dA5ZiydlaEq8vkH,238710,4
67,It's Now or Never,0.643,0.491,4,-9.312,1,0.0344,0.642,0.00972,0.286,0.753,126.399,audio_features,1XunTmhOcj3xwh4b8P3isX,spotify:track:1XunTmhOcj3xwh4b8P3isX,https://api.spotify.com/v1/tracks/1XunTmhOcj3xwh4b8P3isX,https://api.spotify.com/v1/audio-analysis/1XunTmhOcj3xwh4b8P3isX,194600,4
68,Wasting My Young Years,0.543,0.311,5,-10.018,0,0.0361,0.857,0.000684,0.0983,0.134,126.86,audio_features,3elOzp9X3B8vMGhJBWzbIF,spotify:track:3elOzp9X3B8vMGhJBWzbIF,https://api.spotify.com/v1/tracks/3elOzp9X3B8vMGhJBWzbIF,https://api.spotify.com/v1/audio-analysis/3elOzp9X3B8vMGhJBWzbIF,204213,4
69,Did You Ever Hurt for Me?,0.614,0.0595,0,-16.254,1,0.107,0.957,5.58e-06,0.105,0.146,75.339,audio_features,2OR29bTCjzyPuPuHiB0fJC,spotify:track:2OR29bTCjzyPuPuHiB0fJC,https://api.spotify.com/v1/tracks/2OR29bTCjzyPuPuHiB0fJC,https://api.spotify.com/v1/audio-analysis/2OR29bTCjzyPuPuHiB0fJC,341820,4
70,She and Her Darkness,0.608,0.298,1,-8.889,0,0.0281,0.875,0.0086,0.129,0.0401,149.917,audio_features,7nmEQmD5IEtVC2srvNEc32,spotify:track:7nmEQmD5IEtVC2srvNEc32,https://api.spotify.com/v1/tracks/7nmEQmD5IEtVC2srvNEc32,https://api.spotify.com/v1/audio-analysis/7nmEQmD5IEtVC2srvNEc32,269467,4
