,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
270,Paradise (feat. Dermot Kennedy),0.632,0.595,8,-7.644,0,0.0401,0.0689,0.0,0.209,0.435,124.114,audio_features,6ft4hAq6yde8jPZY2i5zLr,spotify:track:6ft4hAq6yde8jPZY2i5zLr,https://api.spotify.com/v1/tracks/6ft4hAq6yde8jPZY2i5zLr,https://api.spotify.com/v1/audio-analysis/6ft4hAq6yde8jPZY2i5zLr,167903,4
271,Body,0.914,0.732,8,-6.1,0,0.241,0.0166,0.0,0.107,0.469,94.066,audio_features,0A1hoCfMLkiAgvhWkkucJa,spotify:track:0A1hoCfMLkiAgvhWkkucJa,https://api.spotify.com/v1/tracks/0A1hoCfMLkiAgvhWkkucJa,https://api.spotify.com/v1/audio-analysis/0A1hoCfMLkiAgvhWkkucJa,171067,4
272,Khabam Ya Bidaram,0.196,0.389,11,-10.864,0,0.0433,0.765,0.0,0.408,0.36,169.96,audio_features,1WL9W1IMhUXavLOw05aTyS,spotify:track:1WL9W1IMhUXavLOw05aTyS,https://api.spotify.com/v1/tracks/1WL9W1IMhUXavLOw05aTyS,https://api.spotify.com/v1/audio-analysis/1WL9W1IMhUXavLOw05aTyS,220160,3
273,Faryad,0.517,0.695,6,-9.173,1,0.256,0.0872,0.00205,0.359,0.737,187.51,audio_features,0BKv8eVJFbNXS7IWnJZX05,spotify:track:0BKv8eVJFbNXS7IWnJZX05,https://api.spotify.com/v1/tracks/0BKv8eVJFbNXS7IWnJZX05,https://api.spotify.com/v1/audio-analysis/0BKv8eVJFbNXS7IWnJZX05,236695,3
274,Hurt,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,audio_features,28cnXtME493VX9NOw9cIUh,spotify:track:28cnXtME493VX9NOw9cIUh,https://api.spotify.com/v1/tracks/28cnXtME493VX9NOw9cIUh,https://api.spotify.com/v1/audio-analysis/28cnXtME493VX9NOw9cIUh,216533,4
275,Goodbye My Lover,0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567,audio_features,6gxycjJNMgmAyfzUXBN80P,spotify:track:6gxycjJNMgmAyfzUXBN80P,https://api.spotify.com/v1/tracks/6gxycjJNMgmAyfzUXBN80P,https://api.spotify.com/v1/audio-analysis/6gxycjJNMgmAyfzUXBN80P,258653,4
276,"Gloomy Sunday (Arr. for Violin, Cello & Accordion)",0.15,0.14,0,-18.083,0,0.045,0.937,0.575,0.0718,0.0371,87.016,audio_features,61f1ofB86E1qpnzr5BlWoZ,spotify:track:61f1ofB86E1qpnzr5BlWoZ,https://api.spotify.com/v1/tracks/61f1ofB86E1qpnzr5BlWoZ,https://api.spotify.com/v1/audio-analysis/61f1ofB86E1qpnzr5BlWoZ,165115,4
277,Szomoru vasarnap (Sad Sunday),0.236,0.189,0,-16.544,0,0.0524,0.976,0.00748,0.565,0.137,175.036,audio_features,7LKlg2mPqo8AYO6Mm97iab,spotify:track:7LKlg2mPqo8AYO6Mm97iab,https://api.spotify.com/v1/tracks/7LKlg2mPqo8AYO6Mm97iab,https://api.spotify.com/v1/audio-analysis/7LKlg2mPqo8AYO6Mm97iab,194213,5
278,Í Smálandi,0.482,0.342,5,-8.092,1,0.0364,0.814,0.0,0.0875,0.696,113.753,audio_features,6264I2RbAihaBzyoxyiWEs,spotify:track:6264I2RbAihaBzyoxyiWEs,https://api.spotify.com/v1/tracks/6264I2RbAihaBzyoxyiWEs,https://api.spotify.com/v1/audio-analysis/6264I2RbAihaBzyoxyiWEs,80867,4
279,Gamla Stan,0.428,0.261,6,-18.861,0,0.0397,0.98,0.917,0.113,0.2,149.843,audio_features,0hNhCLpa4cYWwQ5OBCdbu6,spotify:track:0hNhCLpa4cYWwQ5OBCdbu6,https://api.spotify.com/v1/tracks/0hNhCLpa4cYWwQ5OBCdbu6,https://api.spotify.com/v1/audio-analysis/0hNhCLpa4cYWwQ5OBCdbu6,324747,4
280,Strands,0.324,0.029,0,-27.551,0,0.0365,0.857,0.806,0.106,0.0388,136.379,audio_features,5LaxA3Vqu1huHZCQHUXnr3,spotify:track:5LaxA3Vqu1huHZCQHUXnr3,https://api.spotify.com/v1/tracks/5LaxA3Vqu1huHZCQHUXnr3,https://api.spotify.com/v1/audio-analysis/5LaxA3Vqu1huHZCQHUXnr3,284933,4
281,Bella Ci Dormi,0.401,0.0717,10,-18.796,0,0.0376,0.987,0.145,0.131,0.146,135.117,audio_features,4PCvloqv0ebXW0BVOLkS7l,spotify:track:4PCvloqv0ebXW0BVOLkS7l,https://api.spotify.com/v1/tracks/4PCvloqv0ebXW0BVOLkS7l,https://api.spotify.com/v1/audio-analysis/4PCvloqv0ebXW0BVOLkS7l,415640,3
282,Bolero Triste,0.548,0.145,0,-13.298,0,0.03,0.884,0.154,0.116,0.373,83.969,audio_features,1sqG0QIw3qrMhj1CNymv3y,spotify:track:1sqG0QIw3qrMhj1CNymv3y,https://api.spotify.com/v1/tracks/1sqG0QIw3qrMhj1CNymv3y,https://api.spotify.com/v1/audio-analysis/1sqG0QIw3qrMhj1CNymv3y,326547,4
283,Raindrops,0.336,0.231,1,-6.217,1,0.0497,0.942,0.0,0.188,0.429,168.685,audio_features,0v2LUO8oTHnkjQ8MmKuXyk,spotify:track:0v2LUO8oTHnkjQ8MmKuXyk,https://api.spotify.com/v1/tracks/0v2LUO8oTHnkjQ8MmKuXyk,https://api.spotify.com/v1/audio-analysis/0v2LUO8oTHnkjQ8MmKuXyk,37640,5
284,Autumn Nocturne,0.539,0.0678,0,-18.039,1,0.0468,0.967,0.168,0.114,0.263,124.105,audio_features,4zPDjRgceGrR0Sm54YDTTf,spotify:track:4zPDjRgceGrR0Sm54YDTTf,https://api.spotify.com/v1/tracks/4zPDjRgceGrR0Sm54YDTTf,https://api.spotify.com/v1/audio-analysis/4zPDjRgceGrR0Sm54YDTTf,294667,4
285,Shir Eres (Lullaby),0.338,0.0157,5,-23.558,0,0.036,0.995,0.94,0.0874,0.161,78.919,audio_features,36wpZ7gr4g48cCcEYvqrOj,spotify:track:36wpZ7gr4g48cCcEYvqrOj,https://api.spotify.com/v1/tracks/36wpZ7gr4g48cCcEYvqrOj,https://api.spotify.com/v1/audio-analysis/36wpZ7gr4g48cCcEYvqrOj,275427,4
286,Over and Over,0.644,0.517,7,-10.02,1,0.0803,0.0065,1.37e-06,0.158,0.464,169.799,audio_features,2b8QQqf8Vwb7bfz22ja8Fk,spotify:track:2b8QQqf8Vwb7bfz22ja8Fk,https://api.spotify.com/v1/tracks/2b8QQqf8Vwb7bfz22ja8Fk,https://api.spotify.com/v1/audio-analysis/2b8QQqf8Vwb7bfz22ja8Fk,253933,4
287,I Hold You,0.492,0.432,11,-11.724,0,0.0427,0.519,0.0149,0.0992,0.0455,119.871,audio_features,1FJBPuVMG4XkKIpE7tmhDm,spotify:track:1FJBPuVMG4XkKIpE7tmhDm,https://api.spotify.com/v1/tracks/1FJBPuVMG4XkKIpE7tmhDm,https://api.spotify.com/v1/audio-analysis/1FJBPuVMG4XkKIpE7tmhDm,550000,4
288,The Wind Rose,0.37,0.265,9,-12.274,0,0.0339,0.891,0.00393,0.0996,0.277,130.034,audio_features,3cY2Y4lkqloJg62mdpndFh,spotify:track:3cY2Y4lkqloJg62mdpndFh,https://api.spotify.com/v1/tracks/3cY2Y4lkqloJg62mdpndFh,https://api.spotify.com/v1/audio-analysis/3cY2Y4lkqloJg62mdpndFh,318790,3
289,Can't You See - Acoustic Version,0.562,0.161,9,-17.634,1,0.0364,0.952,0.046,0.0728,0.167,127.495,audio_features,1lAQp7f2CurMuMvafbK4eo,spotify:track:1lAQp7f2CurMuMvafbK4eo,https://api.spotify.com/v1/tracks/1lAQp7f2CurMuMvafbK4eo,https://api.spotify.com/v1/audio-analysis/1lAQp7f2CurMuMvafbK4eo,288733,3
290,Zanam Mishi(Boyz),0.661,0.535,7,-14.228,1,0.183,0.104,1.07e-05,0.0513,0.65,187.505,audio_features,3kULIrBEBgZKkYOMXxRSeN,spotify:track:3kULIrBEBgZKkYOMXxRSeN,https://api.spotify.com/v1/tracks/3kULIrBEBgZKkYOMXxRSeN,https://api.spotify.com/v1/audio-analysis/3kULIrBEBgZKkYOMXxRSeN,196747,3
291,Gozashteh,0.836,0.809,4,-8.062,0,0.205,0.702,8.45e-05,0.0894,0.902,97.016,audio_features,3OdvD0dV0lcrwhrJWUUJU1,spotify:track:3OdvD0dV0lcrwhrJWUUJU1,https://api.spotify.com/v1/tracks/3OdvD0dV0lcrwhrJWUUJU1,https://api.spotify.com/v1/audio-analysis/3OdvD0dV0lcrwhrJWUUJU1,228173,4
292,Mano Del,0.514,0.169,11,-13.669,0,0.0485,0.889,0.0,0.108,0.512,136.337,audio_features,6GUap1PdcNF4AntmXoD5z6,spotify:track:6GUap1PdcNF4AntmXoD5z6,https://api.spotify.com/v1/tracks/6GUap1PdcNF4AntmXoD5z6,https://api.spotify.com/v1/audio-analysis/6GUap1PdcNF4AntmXoD5z6,158261,4
293,Fekr Mikardi,0.874,0.733,6,-6.918,0,0.0965,0.408,0.0,0.362,0.831,125.294,audio_features,0a4ikQvL1pnrgXq1KSBh3n,spotify:track:0a4ikQvL1pnrgXq1KSBh3n,https://api.spotify.com/v1/tracks/0a4ikQvL1pnrgXq1KSBh3n,https://api.spotify.com/v1/audio-analysis/0a4ikQvL1pnrgXq1KSBh3n,335173,4
294,Baz Mano Kashti,0.903,0.834,9,-6.519,0,0.068,0.177,0.000842,0.0447,0.688,121.731,audio_features,2AFOe2wZ5TPD49VuBXqqex,spotify:track:2AFOe2wZ5TPD49VuBXqqex,https://api.spotify.com/v1/tracks/2AFOe2wZ5TPD49VuBXqqex,https://api.spotify.com/v1/audio-analysis/2AFOe2wZ5TPD49VuBXqqex,290933,4
295,Palangeh,0.669,0.83,0,-6.802,1,0.298,0.573,0.0,0.128,0.742,169.012,audio_features,1WiBHUPTG7RVzHFtDWpSvO,spotify:track:1WiBHUPTG7RVzHFtDWpSvO,https://api.spotify.com/v1/tracks/1WiBHUPTG7RVzHFtDWpSvO,https://api.spotify.com/v1/audio-analysis/1WiBHUPTG7RVzHFtDWpSvO,252160,3
296,Del Ey Del,0.525,0.601,10,-9.873,0,0.0717,0.489,1.61e-06,0.0438,0.801,120.68,audio_features,758thIpD2IUEH6L0Mvzgk5,spotify:track:758thIpD2IUEH6L0Mvzgk5,https://api.spotify.com/v1/tracks/758thIpD2IUEH6L0Mvzgk5,https://api.spotify.com/v1/audio-analysis/758thIpD2IUEH6L0Mvzgk5,351893,4
297,Zeynoo(Farzin),0.751,0.56,1,-13.604,1,0.0451,0.549,0.000386,0.0876,0.785,121.043,audio_features,1EeZy42RQSlbzwr4yUhcdB,spotify:track:1EeZy42RQSlbzwr4yUhcdB,https://api.spotify.com/v1/tracks/1EeZy42RQSlbzwr4yUhcdB,https://api.spotify.com/v1/audio-analysis/1EeZy42RQSlbzwr4yUhcdB,314707,4
298,Khanomi,0.469,0.926,11,-2.569,0,0.0758,0.0659,4.42e-05,0.24,0.849,133.14,audio_features,1aznwcvf5WhTFQGJHVRui1,spotify:track:1aznwcvf5WhTFQGJHVRui1,https://api.spotify.com/v1/tracks/1aznwcvf5WhTFQGJHVRui1,https://api.spotify.com/v1/audio-analysis/1aznwcvf5WhTFQGJHVRui1,184973,4
299,Khater Khah,0.666,0.756,7,-4.543,0,0.0998,0.162,0.0,0.133,0.705,142.516,audio_features,2E6UFzkPJBz1JMMVzWsqDg,spotify:track:2E6UFzkPJBz1JMMVzWsqDg,https://api.spotify.com/v1/tracks/2E6UFzkPJBz1JMMVzWsqDg,https://api.spotify.com/v1/audio-analysis/2E6UFzkPJBz1JMMVzWsqDg,189832,3
300,Halghe Tala(Moein),0.72,0.869,8,-4.376,1,0.0477,0.672,0.00083,0.161,0.935,110.101,audio_features,02ROFSb24qOGyNik6Bket2,spotify:track:02ROFSb24qOGyNik6Bket2,https://api.spotify.com/v1/tracks/02ROFSb24qOGyNik6Bket2,https://api.spotify.com/v1/audio-analysis/02ROFSb24qOGyNik6Bket2,315907,4
301,Hala Khaili Deereh,0.755,0.704,2,-7.974,0,0.0492,0.654,0.000565,0.161,0.875,122.035,audio_features,76kM718G2YQEoxlWFckV99,spotify:track:76kM718G2YQEoxlWFckV99,https://api.spotify.com/v1/tracks/76kM718G2YQEoxlWFckV99,https://api.spotify.com/v1/audio-analysis/76kM718G2YQEoxlWFckV99,298907,4
302,My Tunnels Are Long and Dark These Days,0.343,0.319,7,-10.329,0,0.0462,0.648,0.00595,0.0735,0.13,179.691,audio_features,62JywsnPZBQvVsMPyK9kjj,spotify:track:62JywsnPZBQvVsMPyK9kjj,https://api.spotify.com/v1/tracks/62JywsnPZBQvVsMPyK9kjj,https://api.spotify.com/v1/audio-analysis/62JywsnPZBQvVsMPyK9kjj,272051,3
303,In the Morning,0.847,0.814,11,-4.668,0,0.152,0.0825,0.000507,0.0948,0.711,140.057,audio_features,2QdH0rKlV3d9Y6lWzcnlBH,spotify:track:2QdH0rKlV3d9Y6lWzcnlBH,https://api.spotify.com/v1/tracks/2QdH0rKlV3d9Y6lWzcnlBH,https://api.spotify.com/v1/audio-analysis/2QdH0rKlV3d9Y6lWzcnlBH,172359,4
304,The Healing Day,0.378,0.359,1,-12.878,1,0.0278,0.685,0.644,0.121,0.139,143.936,audio_features,4oObNo6gbtVdFmC9SVPGHF,spotify:track:4oObNo6gbtVdFmC9SVPGHF,https://api.spotify.com/v1/tracks/4oObNo6gbtVdFmC9SVPGHF,https://api.spotify.com/v1/audio-analysis/4oObNo6gbtVdFmC9SVPGHF,314200,3
305,Masti,0.832,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,0.116,93.924,audio_features,1VLtjHwRWOVJiE5Py7JxoQ,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ,https://api.spotify.com/v1/tracks/1VLtjHwRWOVJiE5Py7JxoQ,https://api.spotify.com/v1/audio-analysis/1VLtjHwRWOVJiE5Py7JxoQ,132833,4
306,Negara,0.322,0.472,9,-5.859,0,0.0448,0.928,1.37e-05,0.217,0.358,168.248,audio_features,0PIggsFk7g9edZL7tvh17O,spotify:track:0PIggsFk7g9edZL7tvh17O,https://api.spotify.com/v1/tracks/0PIggsFk7g9edZL7tvh17O,https://api.spotify.com/v1/audio-analysis/0PIggsFk7g9edZL7tvh17O,239427,3
307,Khatoon,0.176,0.195,1,-16.343,0,0.0379,0.818,0.749,0.0805,0.0391,126.424,audio_features,3SHxMfDeRY4bR1YdUapqOu,spotify:track:3SHxMfDeRY4bR1YdUapqOu,https://api.spotify.com/v1/tracks/3SHxMfDeRY4bR1YdUapqOu,https://api.spotify.com/v1/audio-analysis/3SHxMfDeRY4bR1YdUapqOu,354987,4
308,Gole Sangam,0.458,0.203,4,-18.655,1,0.0409,0.968,0.875,0.107,0.325,128.687,audio_features,5QKRqYfLqeCSSvM9MvexjX,spotify:track:5QKRqYfLqeCSSvM9MvexjX,https://api.spotify.com/v1/tracks/5QKRqYfLqeCSSvM9MvexjX,https://api.spotify.com/v1/audio-analysis/5QKRqYfLqeCSSvM9MvexjX,100421,4
309,Winter Morning I,0.372,0.0591,7,-24.094,0,0.0485,0.986,0.883,0.0595,0.0503,126.994,audio_features,4jgCFIdrTlqEGBgUtP9DxD,spotify:track:4jgCFIdrTlqEGBgUtP9DxD,https://api.spotify.com/v1/tracks/4jgCFIdrTlqEGBgUtP9DxD,https://api.spotify.com/v1/audio-analysis/4jgCFIdrTlqEGBgUtP9DxD,552960,4
310,Like Everybody Else - Acoustic,0.487,0.146,10,-15.225,0,0.038,0.897,1.9e-06,0.106,0.261,96.065,audio_features,4cRVPfsnX1r3S3GzXRy2wt,spotify:track:4cRVPfsnX1r3S3GzXRy2wt,https://api.spotify.com/v1/tracks/4cRVPfsnX1r3S3GzXRy2wt,https://api.spotify.com/v1/audio-analysis/4cRVPfsnX1r3S3GzXRy2wt,194867,4
311,Blue Valentines,0.469,0.0423,9,-15.131,1,0.0563,0.893,9.94e-05,0.108,0.153,135.859,audio_features,1APu9lSrXWUarvP61myILk,spotify:track:1APu9lSrXWUarvP61myILk,https://api.spotify.com/v1/tracks/1APu9lSrXWUarvP61myILk,https://api.spotify.com/v1/audio-analysis/1APu9lSrXWUarvP61myILk,350231,3
312,Free With You,0.708,0.356,3,-11.53,1,0.0501,0.907,0.0607,0.125,0.132,80.036,audio_features,37KYM3zuGyozpEwDuO2OVw,spotify:track:37KYM3zuGyozpEwDuO2OVw,https://api.spotify.com/v1/tracks/37KYM3zuGyozpEwDuO2OVw,https://api.spotify.com/v1/audio-analysis/37KYM3zuGyozpEwDuO2OVw,168038,4
313,I've Got You Under My Skin,0.585,0.247,1,-12.612,1,0.04,0.452,8.85e-06,0.107,0.591,127.15,audio_features,3aEJMh1cXKEjgh52claxQp,spotify:track:3aEJMh1cXKEjgh52claxQp,https://api.spotify.com/v1/tracks/3aEJMh1cXKEjgh52claxQp,https://api.spotify.com/v1/audio-analysis/3aEJMh1cXKEjgh52claxQp,223760,4
314,It's Not The Same Moon,0.383,0.146,5,-15.839,0,0.0683,0.861,2.31e-05,0.116,0.292,74.405,audio_features,0Lqc0lhRXfhDTbSZDPkb1L,spotify:track:0Lqc0lhRXfhDTbSZDPkb1L,https://api.spotify.com/v1/tracks/0Lqc0lhRXfhDTbSZDPkb1L,https://api.spotify.com/v1/audio-analysis/0Lqc0lhRXfhDTbSZDPkb1L,174293,4
315,Balcony Hotel - From 'Miss',0.503,0.209,8,-22.495,0,0.0288,0.974,0.913,0.102,0.325,132.361,audio_features,1ugTSkllKG0YdiPaOEPa0z,spotify:track:1ugTSkllKG0YdiPaOEPa0z,https://api.spotify.com/v1/tracks/1ugTSkllKG0YdiPaOEPa0z,https://api.spotify.com/v1/audio-analysis/1ugTSkllKG0YdiPaOEPa0z,168398,3
316,Arrival of the Birds,0.175,0.143,3,-17.439,0,0.0412,0.937,0.933,0.0915,0.0662,173.33,audio_features,0Gr2XQOIMaaUH86iOrWGur,spotify:track:0Gr2XQOIMaaUH86iOrWGur,https://api.spotify.com/v1/tracks/0Gr2XQOIMaaUH86iOrWGur,https://api.spotify.com/v1/audio-analysis/0Gr2XQOIMaaUH86iOrWGur,157240,4
317,Fine One Day,0.589,0.256,1,-8.15,1,0.0274,0.771,3.44e-05,0.0844,0.204,136.074,audio_features,27nPoVLwgb5NlAuKbkiAKx,spotify:track:27nPoVLwgb5NlAuKbkiAKx,https://api.spotify.com/v1/tracks/27nPoVLwgb5NlAuKbkiAKx,https://api.spotify.com/v1/audio-analysis/27nPoVLwgb5NlAuKbkiAKx,164720,4
318,Out of Love,0.481,0.267,7,-9.249,1,0.0339,0.8,0.0,0.249,0.137,117.64,audio_features,4WzhjxvLP95y7AMDy0Atwb,spotify:track:4WzhjxvLP95y7AMDy0Atwb,https://api.spotify.com/v1/tracks/4WzhjxvLP95y7AMDy0Atwb,https://api.spotify.com/v1/audio-analysis/4WzhjxvLP95y7AMDy0Atwb,227693,3
319,Impression E Minor,0.449,0.125,4,-14.653,0,0.0365,0.994,0.0604,0.0975,0.5,133.94,audio_features,5eIUDdG5pFjmshH9CsJgTV,spotify:track:5eIUDdG5pFjmshH9CsJgTV,https://api.spotify.com/v1/tracks/5eIUDdG5pFjmshH9CsJgTV,https://api.spotify.com/v1/audio-analysis/5eIUDdG5pFjmshH9CsJgTV,222996,4
320,Visions of Gideon,0.252,0.314,5,-18.197,0,0.0407,0.942,0.676,0.0892,0.2,75.056,audio_features,5c9qm0bMYawSyRNUTmUMs5,spotify:track:5c9qm0bMYawSyRNUTmUMs5,https://api.spotify.com/v1/tracks/5c9qm0bMYawSyRNUTmUMs5,https://api.spotify.com/v1/audio-analysis/5c9qm0bMYawSyRNUTmUMs5,247808,4
321,Hier Encore,0.276,0.422,2,-9.341,0,0.0502,0.814,0.0,0.321,0.43,64.247,audio_features,4ciRwt5dGHKKm8Et8r1xJ0,spotify:track:4ciRwt5dGHKKm8Et8r1xJ0,https://api.spotify.com/v1/tracks/4ciRwt5dGHKKm8Et8r1xJ0,https://api.spotify.com/v1/audio-analysis/4ciRwt5dGHKKm8Et8r1xJ0,143467,4
322,Auld Lang Syne,0.522,0.108,2,-15.025,1,0.0395,0.907,0.44,0.114,0.2,141.534,audio_features,777i3gdjJMVlWvVJvErZeu,spotify:track:777i3gdjJMVlWvVJvErZeu,https://api.spotify.com/v1/tracks/777i3gdjJMVlWvVJvErZeu,https://api.spotify.com/v1/audio-analysis/777i3gdjJMVlWvVJvErZeu,166316,3
323,Feeling Good,0.535,0.548,1,-6.51,1,0.037,0.533,1.48e-06,0.123,0.477,115.144,audio_features,3I09LQbHS3NSU46Ly3tPpR,spotify:track:3I09LQbHS3NSU46Ly3tPpR,https://api.spotify.com/v1/tracks/3I09LQbHS3NSU46Ly3tPpR,https://api.spotify.com/v1/audio-analysis/3I09LQbHS3NSU46Ly3tPpR,237333,3
324,Me and Mrs. Jones,0.294,0.528,8,-10.01,1,0.0471,0.234,0.0,0.147,0.452,200.813,audio_features,6Ro2z4RtAUew9Kz2HZWZUi,spotify:track:6Ro2z4RtAUew9Kz2HZWZUi,https://api.spotify.com/v1/tracks/6Ro2z4RtAUew9Kz2HZWZUi,https://api.spotify.com/v1/audio-analysis/6Ro2z4RtAUew9Kz2HZWZUi,284907,3
325,You Are Everything,0.507,0.636,2,-7.538,0,0.0401,0.849,0.0,0.646,0.702,142.248,audio_features,02mu70RzqDtGVYLoalzYR6,spotify:track:02mu70RzqDtGVYLoalzYR6,https://api.spotify.com/v1/tracks/02mu70RzqDtGVYLoalzYR6,https://api.spotify.com/v1/audio-analysis/02mu70RzqDtGVYLoalzYR6,175507,4
326,Soul Station - Remastered 1999/Rudy Van Gelder Edition,0.736,0.368,8,-9.298,1,0.0565,0.799,0.000195,0.189,0.453,101.766,audio_features,3HIO2Ysxx47gnwMGWy7dwB,spotify:track:3HIO2Ysxx47gnwMGWy7dwB,https://api.spotify.com/v1/tracks/3HIO2Ysxx47gnwMGWy7dwB,https://api.spotify.com/v1/audio-analysis/3HIO2Ysxx47gnwMGWy7dwB,547427,4
327,Lucille Talks Back,0.581,0.241,9,-18.78,1,0.0317,0.806,0.949,0.0697,0.577,105.507,audio_features,1i9y9v1bn0zkQUyqd9xNUL,spotify:track:1i9y9v1bn0zkQUyqd9xNUL,https://api.spotify.com/v1/tracks/1i9y9v1bn0zkQUyqd9xNUL,https://api.spotify.com/v1/audio-analysis/1i9y9v1bn0zkQUyqd9xNUL,145840,4
328,Ain't No Way,0.508,0.528,1,-9.456,0,0.0741,0.00553,0.0,0.291,0.0969,130.924,audio_features,6Q0aS9SKqeg2B22do29ky9,spotify:track:6Q0aS9SKqeg2B22do29ky9,https://api.spotify.com/v1/tracks/6Q0aS9SKqeg2B22do29ky9,https://api.spotify.com/v1/audio-analysis/6Q0aS9SKqeg2B22do29ky9,278473,4
329,Fever - Remastered,0.794,0.0715,7,-21.305,1,0.131,0.388,0.0,0.111,0.333,68.331,audio_features,6eCsRg7OBi1zT2CEKKyoXN,spotify:track:6eCsRg7OBi1zT2CEKKyoXN,https://api.spotify.com/v1/tracks/6eCsRg7OBi1zT2CEKKyoXN,https://api.spotify.com/v1/audio-analysis/6eCsRg7OBi1zT2CEKKyoXN,202507,4
330,Soulful Blues - Instrumental,0.67,0.453,5,-6.452,1,0.0301,0.473,0.00379,0.11,0.501,69.989,audio_features,2d4HpgCWXuI6sCYhVfoZC1,spotify:track:2d4HpgCWXuI6sCYhVfoZC1,https://api.spotify.com/v1/tracks/2d4HpgCWXuI6sCYhVfoZC1,https://api.spotify.com/v1/audio-analysis/2d4HpgCWXuI6sCYhVfoZC1,137561,4
331,Dreams Of Lovin' You,0.54,0.755,9,-5.419,1,0.0612,0.133,0.255,0.148,0.575,94.4,audio_features,2pj9gmJSmP1NymGby3b0mb,spotify:track:2pj9gmJSmP1NymGby3b0mb,https://api.spotify.com/v1/tracks/2pj9gmJSmP1NymGby3b0mb,https://api.spotify.com/v1/audio-analysis/2pj9gmJSmP1NymGby3b0mb,257147,4
332,All I Have to Do Is Dream,0.534,0.462,4,-8.172,1,0.0266,0.839,0.0,0.129,0.534,96.195,audio_features,7dblNGnRXEBrVJunazs2U5,spotify:track:7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/tracks/7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/audio-analysis/7dblNGnRXEBrVJunazs2U5,143333,4
333,Feel You,0.741,0.592,6,-9.059,0,0.0308,0.665,0.854,0.116,0.822,111.984,audio_features,1hgX0ZmmP7IRRjUFCIBrnQ,spotify:track:1hgX0ZmmP7IRRjUFCIBrnQ,https://api.spotify.com/v1/tracks/1hgX0ZmmP7IRRjUFCIBrnQ,https://api.spotify.com/v1/audio-analysis/1hgX0ZmmP7IRRjUFCIBrnQ,310133,4
334,Take Me Home,0.38,0.43,9,-12.564,1,0.0288,0.546,1.71e-05,0.188,0.547,82.204,audio_features,1QbOvACeYanja5pbnJbAmk,spotify:track:1QbOvACeYanja5pbnJbAmk,https://api.spotify.com/v1/tracks/1QbOvACeYanja5pbnJbAmk,https://api.spotify.com/v1/audio-analysis/1QbOvACeYanja5pbnJbAmk,197813,4
335,Lobat,0.717,0.79,11,-4.213,1,0.2,0.33,0.000125,0.518,0.371,125.985,audio_features,3yk7PJnryiJ8mAPqsrujzf,spotify:track:3yk7PJnryiJ8mAPqsrujzf,https://api.spotify.com/v1/tracks/3yk7PJnryiJ8mAPqsrujzf,https://api.spotify.com/v1/audio-analysis/3yk7PJnryiJ8mAPqsrujzf,168784,4
336,Ayene,0.72,0.808,4,-5.958,0,0.0441,0.162,9.03e-05,0.179,0.884,74.999,audio_features,5S9emRdZ2ImYbb6FHO0FUw,spotify:track:5S9emRdZ2ImYbb6FHO0FUw,https://api.spotify.com/v1/tracks/5S9emRdZ2ImYbb6FHO0FUw,https://api.spotify.com/v1/audio-analysis/5S9emRdZ2ImYbb6FHO0FUw,136200,4
337,Historia de un Amor,0.438,0.71,9,-7.607,0,0.0345,0.342,0.0,0.0881,0.275,82.743,audio_features,6av3uLAacGG7c9fjshWmuH,spotify:track:6av3uLAacGG7c9fjshWmuH,https://api.spotify.com/v1/tracks/6av3uLAacGG7c9fjshWmuH,https://api.spotify.com/v1/audio-analysis/6av3uLAacGG7c9fjshWmuH,234293,4
338,Mashough-E-Dolachang,0.676,0.725,9,-6.552,0,0.0324,0.763,3.09e-05,0.0864,0.694,152.012,audio_features,4TG0QRYfc4r8S7haGSEuLg,spotify:track:4TG0QRYfc4r8S7haGSEuLg,https://api.spotify.com/v1/tracks/4TG0QRYfc4r8S7haGSEuLg,https://api.spotify.com/v1/audio-analysis/4TG0QRYfc4r8S7haGSEuLg,270000,1
339,Slightly Slower,0.667,0.489,4,-9.513,0,0.0436,0.887,0.000462,0.0783,0.587,120.003,audio_features,6oIX1ALZzRwrkjZAi2gZLU,spotify:track:6oIX1ALZzRwrkjZAi2gZLU,https://api.spotify.com/v1/tracks/6oIX1ALZzRwrkjZAi2gZLU,https://api.spotify.com/v1/audio-analysis/6oIX1ALZzRwrkjZAi2gZLU,203440,4
340,Atse,0.704,0.656,5,-7.975,1,0.116,0.119,6.58e-06,0.19,0.739,118.668,audio_features,00T2SlsSVzJSVYMmbAiclO,spotify:track:00T2SlsSVzJSVYMmbAiclO,https://api.spotify.com/v1/tracks/00T2SlsSVzJSVYMmbAiclO,https://api.spotify.com/v1/audio-analysis/00T2SlsSVzJSVYMmbAiclO,477680,4
